# WaniKani - Vocabulary
# Generated on May 29, 2016 06:49 AM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_直行;vocabulary;直行;nonstop, direct;;;;;ちょっこう;6
v_昼休み;vocabulary;昼休み;lunch break, noon break;;;;;ひるやすみ;15
v_親類;vocabulary;親類;relatives;;;;;しんるい;18
v_悪口;vocabulary;悪口;verbal abuse, saying bad things, insult, slander, bad mouth;;;;;わるくち, わるぐち, あっこう;14
v_時期;vocabulary;時期;time, season, period, time period, period of time;;;;;じき;12
v_大根;vocabulary;大根;daikon, japanese radish;;;;;だいこん;12
v_屋根;vocabulary;屋根;roof;;;;;やね;12
v_根気;vocabulary;根気;patience, perseverance, persistence;;;;;こんき;12
v_植物;vocabulary;植物;plant, vegetation;;;;;しょくぶつ;12
v_消える;vocabulary;消える;to disappear, to go out, to turn off;;;;;きえる;14
v_消化する;vocabulary;消化する;to digest;;;;;しょうかする;14
v_食料品;vocabulary;食料品;groceries;;;;;しょくりょうひん;16
v_消す;vocabulary;消す;to extinguish, to erase, to turn off;;;;;けす;12
v_列;vocabulary;列;line, line of things, line of people, queue;;;;;れつ;15
v_水深;vocabulary;水深;water depth, depth of water;;;;;すいしん;12
v_深い;vocabulary;深い;deep;;;;;ふかい;12
v_周期;vocabulary;周期;cycle, period;;;;;しゅうき;14
v_湯気;vocabulary;湯気;steam, vapor;;;;;ゆげ;12
v_茶の湯;vocabulary;茶の湯;tea ceremony;;;;;ちゃのゆ;12
v_野球;vocabulary;野球;baseball;;;;;やきゅう;12
v_球;vocabulary;球;sphere, ball, sports ball;;;;;たま, きゅう;12
v_転ぶ;vocabulary;転ぶ;to fall over, to fall down;;;;;ころぶ;12
v_東北;vocabulary;東北;northeast, tohoku, tohoku region, touhoku region, touhoku;;;;;とうほく;6
v_愛情;vocabulary;愛情;love, affection;;;;;あいじょう;17
v_東京都;vocabulary;東京都;tokyo metropolis, tokyo metro, tokyo metropolitan area;;;;;とうきょうと;12
v_足りない;vocabulary;足りない;not enough, to not be sufficient, to not be enough, insufficient, not sufficient, to be insufficient;;;;;たりない;6
v_教科書;vocabulary;教科書;textbook;;;;;きょうかしょ;16
v_着る;vocabulary;着る;to wear, to put on;;;;;きる;12
v_着物;vocabulary;着物;kimono, clothes;;;;;きもの;12
v_年上;vocabulary;年上;older;;;;;としうえ;6
v_第一;vocabulary;第一;the first, first, number one, best;;;;;だいいち;12
v_心配する;vocabulary;心配する;to worry, to be concerned, to be anxious;;;;;しんぱいする;12
v_外れ;vocabulary;外れ;extremity, furthest point, end, outskirts, outer limits, edge, miss, failure;;;;;はずれ;3
v_飲み会;vocabulary;飲み会;drinking party;;;;;のみかい;13
v_情け;vocabulary;情け;pity, sympathy, mercy, compassion;;;;;なさけ;13
v_感想;vocabulary;感想;impressions, one's impressions, thoughts;;;;;かんそう;13
v_休学;vocabulary;休学;absent from school, absence from school, school absence;;;;;きゅうがく;5
v_楽器;vocabulary;楽器;musical instrument;;;;;がっき;13
v_画像;vocabulary;画像;image, portrait, picture;;;;;がぞう;13
v_右利き;vocabulary;右利き;right handed;;;;;みぎきき;13
v_暗い;vocabulary;暗い;dark;;;;;くらい;13
v_お姉さん;vocabulary;お姉さん;older sister, big sister, elder sister;;;;;おねえさん;6
v_問題;vocabulary;問題;problem, question;;;;;もんだい;13
v_器;vocabulary;器;container, bowl, vessel;;;;;うつわ;13
v_器用;vocabulary;器用;dextrous, skillful, dexterous;;;;;きよう;13
v_食器;vocabulary;食器;tableware, eating utensils, utensils;;;;;しょっき;13
v_力士;vocabulary;力士;sumo wrestler;;;;;りきし;13
v_大好き;vocabulary;大好き;really like, to really like, love, to love, like a lot, to like a lot, like very much, to like very much;;;;;だいすき;13
v_感動する;vocabulary;感動する;to be emotionally moved, to be moved emotionally, to be moving;;;;;かんどうする;13
v_感情;vocabulary;感情;feeling, emotion;;;;;かんじょう;13
v_戦う;vocabulary;戦う;to fight, to battle, to combat;;;;;たたかう;13
v_整理する;vocabulary;整理する;to arrange, to organize, to sort;;;;;せいりする;15
v_料金;vocabulary;料金;fee, bills, fees, bill;;;;;りょうきん;13
v_映画;vocabulary;映画;movie, film;;;;;えいが;13
v_一歩;vocabulary;一歩;one step;;;;;いっぽ;6
v_皆様;vocabulary;皆様;everyone, all, everybody;;;;;みなさま, みんなさま;13
v_目標;vocabulary;目標;goal, target;;;;;もくひょう;13
v_自殺;vocabulary;自殺;suicide;;;;;じさつ;13
v_自然;vocabulary;自然;nature, natural;;;;;しぜん;13
v_熱い;vocabulary;熱い;hot thing, hot;;;;;あつい;13
v_熱心;vocabulary;熱心;enthusiasm, passion, zeal;;;;;ねっしん;13
v_皆さん;vocabulary;皆さん;everyone, everybody, all;;;;;みなさん, みんなさん;13
v_育てる;vocabulary;育てる;to bring up, to raise, to bring something up, to raise something;;;;;そだてる;13
v_詩;vocabulary;詩;poem;;;;;し;13
v_詩人;vocabulary;詩人;poet;;;;;しじん;13
v_課長;vocabulary;課長;section manager, section chief;;;;;かちょう;13
v_選手;vocabulary;選手;pro athlete, sports player, professional athlete;;;;;せんしゅ;13
v_水銀;vocabulary;水銀;mercury, quicksilver;;;;;すいぎん;13
v_銀行;vocabulary;銀行;bank;;;;;ぎんこう;13
v_立ち飲み;vocabulary;立ち飲み;stand and drink, drink while standing, drinking while standing;;;;;たちのみ;10
v_〜放題;vocabulary;〜放題;as much as you want, all you can;;;;;ほうだい;13
v_欠ける;vocabulary;欠ける;to lack, to be lacking;;;;;かける;7
v_〜向け;vocabulary;〜向け;made for, intended for, aimed at;;;;;むけ;10
v_海外;vocabulary;海外;overseas, foreign, abroad;;;;;かいがい;6
v_本館;vocabulary;本館;main building;;;;;ほんかん;13
v_一例;vocabulary;一例;instance, example;;;;;いちれい;14
v_協会;vocabulary;協会;union, association, organization, organisation;;;;;きょうかい;14
v_自動;vocabulary;自動;automatic;;;;;じどう;14
v_お願いします;vocabulary;お願いします;please help me, please, if you would be so kind;;;;;おねがいします;13
v_線路;vocabulary;線路;railroad track, train track, railway track, track, line;;;;;せんろ;10
v_一周;vocabulary;一周;one time around, once around;;;;;いっしゅう;14
v_囲む;vocabulary;囲む;to surround;;;;;かこむ;14
v_固い;vocabulary;固い;hard;;;;;かたい;14
v_番号;vocabulary;番号;number, series of digits;;;;;ばんごう;8
v_良好;vocabulary;良好;good, favorable, satisfactory;;;;;りょうこう;14
v_四季;vocabulary;四季;the four seasons, four seasons;;;;;しき;14
v_点;vocabulary;点;point, decimal, decimal point;;;;;てん;6
v_残念;vocabulary;残念;too bad, unfortunate;;;;;ざんねん;14
v_望む;vocabulary;望む;to wish, to desire;;;;;のぞむ;14
v_人性;vocabulary;人性;human nature, instinct;;;;;じんせい;14
v_議長;vocabulary;議長;chairman, speaker;;;;;ぎちょう;20
v_車両;vocabulary;車両;railroad car, vehicle, railway carriage, railroad carriage, railcar;;;;;しゃりょう;6
v_材料;vocabulary;材料;ingredients, material;;;;;ざいりょう;14
v_束;vocabulary;束;bundle;;;;;たば;14
v_合格する;vocabulary;合格する;to pass a test, to pass an exam;;;;;ごうかくする;14
v_残る;vocabulary;残る;to remain behind, to remain, to stay behind;;;;;のこる;14
v_求める;vocabulary;求める;to want, to request, to demand;;;;;もとめる;14
v_求人;vocabulary;求人;help wanted, seeking workers;;;;;きゅうじん;14
v_辞典;vocabulary;辞典;dictionary, lexicon;;;;;じてん;16
v_流れる;vocabulary;流れる;to stream, to flow;;;;;ながれる;14
v_山登り;vocabulary;山登り;mountain climbing;;;;;やまのぼり;14
v_〜的;vocabulary;〜的;al, like, typical;;;;;てき;14
v_技術;vocabulary;技術;art, craft, technique;;;;;ぎじゅつ;16
v_大仏;vocabulary;大仏;giant buddha statue, daibutsu, giant statue of buddha, large buddha statue, large statue of buddha;;;;;だいぶつ;15
v_安心;vocabulary;安心;relief, peace of mind;;;;;あんしん;6
v_祈願;vocabulary;祈願;prayer, a prayer;;;;;きがん;18
v_私大;vocabulary;私大;private college, private university, private uni;;;;;しだい;18
v_芸能界;vocabulary;芸能界;showbusiness, showbiz, show business;;;;;げいのうかい;14
v_落ち着く;vocabulary;落ち着く;to calm down;;;;;おちつく;14
v_〜室;vocabulary;〜室;room;;;;;しつ;6
v_都合;vocabulary;都合;at your convenience, circumstance;;;;;つごう;14
v_骨;vocabulary;骨;bone;;;;;ほね;14
v_骨格;vocabulary;骨格;skeleton;;;;;こっかく;14
v_自信;vocabulary;自信;confidence, self confidence;;;;;じしん;15
v_返信;vocabulary;返信;reply;;;;;へんしん;15
v_取材;vocabulary;取材;covering an event, collecting data, data collection;;;;;しゅざい;18
v_通り;vocabulary;通り;avenue, street, road, way;;;;;とおり;9
v_単に;vocabulary;単に;simply, merely;;;;;たんに;15
v_単語;vocabulary;単語;word, vocabulary;;;;;たんご;15
v_上司;vocabulary;上司;boss, superior;;;;;じょうし;15
v_変事;vocabulary;変事;strange incident, unusual incident;;;;;へんじ;15
v_夫;vocabulary;夫;husband;;;;;おっと;15
v_好む;vocabulary;好む;to be fond of, to like;;;;;このむ;15
v_帰る;vocabulary;帰る;to return home, to return;;;;;かえる;15
v_毎晩;vocabulary;毎晩;every night, nightly;;;;;まいばん;15
v_晴れる;vocabulary;晴れる;to clear up, to become sunny;;;;;はれる;15
v_羊;vocabulary;羊;sheep;;;;;ひつじ;6
v_食中毒;vocabulary;食中毒;food poisoning;;;;;しょくちゅうどく;15
v_文法;vocabulary;文法;grammar;;;;;ぶんぽう;15
v_泣く;vocabulary;泣く;to cry;;;;;なく;15
v_輪ゴム;vocabulary;輪ゴム;rubber band, elastic band;;;;;わごむ, わゴム;15
v_新築;vocabulary;新築;newly built, new building, new construction;;;;;しんちく;15
v_世紀;vocabulary;世紀;century;;;;;せいき;15
v_英和;vocabulary;英和;english japanese;;;;;えいわ;15
v_指輪;vocabulary;指輪;ring;;;;;ゆびわ;15
v_係わる;vocabulary;係わる;to be involved with, to be connected with, to be affected, to have to do with;;;;;かかわる;16
v_保持;vocabulary;保持;retention, maintenance, preservation;;;;;ほじ;16
v_保つ;vocabulary;保つ;to preserve, to keep, to maintain;;;;;たもつ;16
v_古典的;vocabulary;古典的;classical;;;;;こてんてき;16
v_事典;vocabulary;事典;encyclopedia;;;;;じてん;16
v_冗談;vocabulary;冗談;joke;;;;;じょうだん;16
v_卒業する;vocabulary;卒業する;to graduate;;;;;そつぎょうする;16
v_卒業式;vocabulary;卒業式;graduation ceremony, graduation;;;;;そつぎょうしき;16
v_品;vocabulary;品;article, item, goods;;;;;ひん, しな;16
v_新品;vocabulary;新品;brand new, new item, new product;;;;;しんぴん;16
v_喜ぶ;vocabulary;喜ぶ;to rejoice, to become happy;;;;;よろこぶ;16
v_守る;vocabulary;守る;to protect, to defend;;;;;まもる;16
v_政府;vocabulary;政府;government;;;;;せいふ;16
v_急死;vocabulary;急死;sudden death;;;;;きゅうし;16
v_治す;vocabulary;治す;to cure, to heal;;;;;なおす;16
v_店;vocabulary;店;shop, store;;;;;みせ;6
v_全治;vocabulary;全治;complete recovery, healed, fully recovered, fully recover, healed completely, heal completely, completely cured, fully cured, fully healed;;;;;ぜんじ, ぜんち;16
v_曜日;vocabulary;曜日;day of the week, weekday;;;;;ようび;16
v_留守;vocabulary;留守;absence, away from home;;;;;るす;16
v_世の中;vocabulary;世の中;society, the world;;;;;よのなか;6
v_留学;vocabulary;留学;study abroad, studying abroad;;;;;りゅうがく;16
v_自動的;vocabulary;自動的;automatic;;;;;じどうてき;16
v_証;vocabulary;証;evidence, proof;;;;;あかし;16
v_大阪;vocabulary;大阪;osaka, oosaka;;;;;おおさか;16
v_図書館;vocabulary;図書館;library;;;;;としょかん;16
v_芸術家;vocabulary;芸術家;artist;;;;;げいじゅつか;16
v_南;vocabulary;南;south;;;;;みなみ;6
v_原因;vocabulary;原因;cause, origin, source;;;;;げんいん;17
v_漢字;vocabulary;漢字;kanji, chinese letters, chinese characters;;;;;かんじ;10
v_話す;vocabulary;話す;to speak, to talk;;;;;はなす;8
v_辞める;vocabulary;辞める;to quit, to resign;;;;;やめる;16
v_世辞;vocabulary;世辞;flattery, compliment;;;;;せじ;16
v_内側;vocabulary;内側;inside;;;;;うちがわ;17
v_病人;vocabulary;病人;sick person, patient;;;;;びょうにん;10
v_東側;vocabulary;東側;east side;;;;;ひがしがわ;17
v_兵員;vocabulary;兵員;military personnel, military strength;;;;;へいいん;17
v_当たり;vocabulary;当たり;a success, success, hit, guess;;;;;あたり;5
v_目次;vocabulary;目次;table of contents;;;;;もくじ;6
v_内因;vocabulary;内因;internal cause, actual reason;;;;;ないいん;17
v_常に;vocabulary;常に;ordinarily, always, usually;;;;;つねに;17
v_常識;vocabulary;常識;common sense, common knowledge;;;;;じょうしき;17
v_干す;vocabulary;干す;to dry;;;;;ほす;17
v_幻;vocabulary;幻;illusion, phantom;;;;;まぼろし;17
v_心底;vocabulary;心底;bottom of one's heart, bottom of my heart;;;;;しんそこ;17
v_建築家;vocabulary;建築家;architect;;;;;けんちくか;17
v_建物;vocabulary;建物;building;;;;;たてもの;17
v_正座;vocabulary;正座;seiza, traditional japanese sitting;;;;;せいざ;18
v_恋;vocabulary;恋;love, lust;;;;;こい;17
v_敗れる;vocabulary;敗れる;to be defeated, to be unsuccessful;;;;;やぶれる;17
v_失敗;vocabulary;失敗;failure, mistake;;;;;しっぱい;17
v_敗者;vocabulary;敗者;loser, the defeated;;;;;はいしゃ;17
v_無休;vocabulary;無休;no holidays, always open;;;;;むきゅう;17
v_無事;vocabulary;無事;safe and sound, safe;;;;;ぶじ;17
v_無料;vocabulary;無料;free, without charge;;;;;むりょう;17
v_紀元前;vocabulary;紀元前;before christ, bc, bce, before common era;;;;;きげんぜん;17
v_細い;vocabulary;細い;thin, slender;;;;;ほそい;17
v_薬用;vocabulary;薬用;medicinal;;;;;やくよう;17
v_虚栄心;vocabulary;虚栄心;vanity;;;;;きょえいしん;17
v_自覚;vocabulary;自覚;consciousness, awareness, realization;;;;;じかく;17
v_図説;vocabulary;図説;illustration, explanatory diagram;;;;;ずせつ;17
v_朝ご飯;vocabulary;朝ご飯;breakfast;;;;;あさごはん;17
v_鼻血;vocabulary;鼻血;nosebleed, bloody nose;;;;;はなぢ, はなじ;17
v_仏僧;vocabulary;仏僧;buddhist priest;;;;;ぶっそう;18
v_取決め;vocabulary;取決め;arrangement, agreement;;;;;とりきめ;18
v_今年;vocabulary;今年;this year;;;;;ことし, こんねん;6
v_可愛い;vocabulary;可愛い;cute;;;;;かわいい;18
v_許可;vocabulary;許可;permission;;;;;きょか;18
v_告白;vocabulary;告白;confession;;;;;こくはく;18
v_告げる;vocabulary;告げる;to announce, to tell;;;;;つげる;18
v_喫茶店;vocabulary;喫茶店;tea house, cafe, coffee house, coffee shop;;;;;きっさてん;18
v_お守り;vocabulary;お守り;charm, amulet;;;;;おまもり;18
v_留守番;vocabulary;留守番;caretaker, housesitting, looking after one's house;;;;;るすばん;18
v_座禅;vocabulary;座禅;zen meditation;;;;;ざぜん;18
v_銀座;vocabulary;銀座;ginza;;;;;ぎんざ;18
v_駅弁;vocabulary;駅弁;train station bento, station bento;;;;;えきべん;18
v_金曜日;vocabulary;金曜日;friday;;;;;きんようび;18
v_月曜日;vocabulary;月曜日;monday;;;;;げつようび;18
v_火曜日;vocabulary;火曜日;tuesday;;;;;かようび;18
v_書く;vocabulary;書く;to write;;;;;かく;16
v_下書き;vocabulary;下書き;rough draft;;;;;したがき;18
v_書き直す;vocabulary;書き直す;to rewrite;;;;;かきなおす;18
v_洗う;vocabulary;洗う;to wash;;;;;あらう;18
v_洗練;vocabulary;洗練;refinement, polish;;;;;せんれん;18
v_焼ける;vocabulary;焼ける;to be cooked, to burn;;;;;やける;20
v_煙;vocabulary;煙;smoke;;;;;けむり;18
v_祈る;vocabulary;祈る;to pray;;;;;いのる;18
v_禁煙;vocabulary;禁煙;no smoking;;;;;きんえん;18
v_助ける;vocabulary;助ける;to help, to save, to rescue;;;;;たすける;8
v_禁止;vocabulary;禁止;forbidden, prohibition, ban;;;;;きんし;18
v_笛;vocabulary;笛;flute, whistle;;;;;ふえ;19
v_等しい;vocabulary;等しい;equal, similar, equivalent;;;;;ひとしい;18
v_一等;vocabulary;一等;first class, first rank, the best;;;;;いっとう;18
v_手荷物;vocabulary;手荷物;hand baggage, hand luggage, cabin baggage, carry on;;;;;てにもつ;18
v_試す;vocabulary;試す;to attempt, to try out, to test, to test the limits, to try;;;;;ためす;18
v_友達;vocabulary;友達;friend, companion;;;;;ともだち;18
v_伝達;vocabulary;伝達;transmission, transmit, convey;;;;;でんたつ;18
v_平静;vocabulary;平静;calm, serene, tranquil;;;;;へいせい;18
v_書類;vocabulary;書類;document;;;;;しょるい;18
v_人類;vocabulary;人類;mankind, race of people, humanity, humankind;;;;;じんるい;18
v_種類;vocabulary;種類;kind, type;;;;;しゅるい;18
v_実験;vocabulary;実験;experiment;;;;;じっけん;18
v_乱れる;vocabulary;乱れる;to be in disorder, to be disordered;;;;;みだれる;19
v_乱交;vocabulary;乱交;orgy, promiscuity;;;;;らんこう;19
v_参加;vocabulary;参加;participation;;;;;さんか;19
v_宇宙;vocabulary;宇宙;outer space, space, universe;;;;;うちゅう;19
v_警官;vocabulary;警官;police officer, policeman, cop;;;;;けいかん;19
v_履歴書;vocabulary;履歴書;personal history, resume, resumé, curriculum vitae, cv;;;;;りれきしょ;19
v_履く;vocabulary;履く;to put on shoes, to put on pants, to put on boots;;;;;はく;19
v_忙しい;vocabulary;忙しい;busy;;;;;いそがしい;19
v_若布;vocabulary;若布;wakame, wakame seaweed;;;;;わかめ;19
v_布団;vocabulary;布団;futon, bedding, sleeping mat;;;;;ふとん;19
v_生徒;vocabulary;生徒;follower, pupil, student;;;;;せいと;19
v_説得;vocabulary;説得;persuasion;;;;;せっとく;19
v_信徒;vocabulary;信徒;believer, follower;;;;;しんと;19
v_得る;vocabulary;得る;to acquire, to gain, to obtain;;;;;える;19
v_得意;vocabulary;得意;good at, skilled at, strong point, specialty, forte;;;;;とくい;19
v_恋人;vocabulary;恋人;lover;;;;;こいびと;19
v_地中海;vocabulary;地中海;mediterranean sea;;;;;ちちゅうかい;8
v_大失敗;vocabulary;大失敗;total failure, huge mistake, big mistake, debacle, massive failure, epic fail;;;;;だいしっぱい;19
v_昆布;vocabulary;昆布;konbu, kombu, konbu seaweed, kombu seaweed;;;;;こんぶ;19
v_支える;vocabulary;支える;to support;;;;;ささえる;8
v_乱暴;vocabulary;乱暴;violence;;;;;らんぼう;19
v_梅干;vocabulary;梅干;pickled plums, pickled ume, umeboshi;;;;;うめぼし;19
v_比べる;vocabulary;比べる;to compare;;;;;くらべる;19
v_比例;vocabulary;比例;proportion, ratio;;;;;ひれい;19
v_混ざる;vocabulary;混ざる;to get mixed, to be mixed, to be blended with;;;;;まざる;19
v_減る;vocabulary;減る;to be decreased, to get decreased, to decrease;;;;;へる;19
v_若々しい;vocabulary;若々しい;youthful;;;;;わかわかしい;19
v_歌詞;vocabulary;歌詞;song lyrics, lyrics;;;;;かし;19
v_財閥;vocabulary;財閥;plutocrats, financial clique, zaibatsu;;;;;ざいばつ;19
v_連続;vocabulary;連続;a series, series;;;;;れんぞく;19
v_大きい順;vocabulary;大きい順;decreasing order, descending order, largest first;;;;;おおきいじゅん;19
v_努力;vocabulary;努力;great effort, exertion, grueling effort;;;;;どりょく;11
v_五十音順;vocabulary;五十音順;aiueo order, in aiueo order;;;;;ごじゅうおんじゅん;19
v_余計;vocabulary;余計;unneeded, more than enough, too much, excess, unnecessary;;;;;よけい;20
v_倒す;vocabulary;倒す;to knock over, to knock down, to bring down;;;;;たおす;20
v_不可分;vocabulary;不可分;indivisible;;;;;ふかぶん;20
v_圧力;vocabulary;圧力;pressure, stress;;;;;あつりょく;20
v_指圧;vocabulary;指圧;shiatsu, finger pressure;;;;;しあつ;20
v_夢;vocabulary;夢;dream;;;;;ゆめ;20
v_妻;vocabulary;妻;wife, my wife;;;;;つま;20
v_嫌い;vocabulary;嫌い;to dislike, to hate, dislike, hate;;;;;きらい;20
v_電子機器;vocabulary;電子機器;electronic equipment, electronics;;;;;でんしきき;20
v_災害;vocabulary;災害;natural disaster, disaster, accident;;;;;さいがい;20
v_震災;vocabulary;震災;earthquake disaster;;;;;しんさい;20
v_胸焼け;vocabulary;胸焼け;heartburn;;;;;むねやけ;20
v_論理;vocabulary;論理;logic;;;;;ろんり;20
v_共犯者;vocabulary;共犯者;accomplice;;;;;きょうはんしゃ;20
v_産む;vocabulary;産む;to give birth;;;;;うむ;20
v_穴子;vocabulary;穴子;conger eel, anago;;;;;あなご;20
v_犯罪;vocabulary;犯罪;crime;;;;;はんざい;20
v_音訓;vocabulary;音訓;on'yomi and kun'yomi, chinese and japanese readings;;;;;おんくん;20
v_理論;vocabulary;理論;theory;;;;;りろん;20
v_不思議;vocabulary;不思議;wonder, mystery, marvel;;;;;ふしぎ;20
v_被る;vocabulary;被る;to put on a hat, to put on, to wear a hat, to wear, to put a hat on;;;;;かぶる;20
v_入学試験;vocabulary;入学試験;entrance exams, entrance examinations, admission test, admission exam, admission examination, entrance test;;;;;にゅうがくしけん;20
v_出来る;vocabulary;出来る;to be able to do;;;;;できる;6
v_改まる;vocabulary;改まる;to be renewed, to be formal;;;;;あらたまる;19
v_発音;vocabulary;発音;pronunciation;;;;;はつおん;9
v_食べる;vocabulary;食べる;to eat;;;;;たべる;6
v_首になる;vocabulary;首になる;to get fired, to be fired;;;;;くびになる;6
v_有る;vocabulary;有る;to have, to exist;;;;;ある;6
v_歩く;vocabulary;歩く;to walk;;;;;あるく;6
v_集金;vocabulary;集金;collecting money, money collection;;;;;しゅうきん;10
v_中指;vocabulary;中指;middle finger, second finger;;;;;なかゆび;11
v_大丈夫;vocabulary;大丈夫;safe, all right, okay;;;;;だいじょうぶ;18
v_女の人;vocabulary;女の人;woman;;;;;おんなのひと;3
v_初めて;vocabulary;初めて;for the first time, first time;;;;;はじめて;13
v_足し算;vocabulary;足し算;addition;;;;;たしざん;10
v_文化;vocabulary;文化;culture;;;;;ぶんか;6
v_会議室;vocabulary;会議室;conference room, council room, meeting room;;;;;かいぎしつ;20
v_氏名;vocabulary;氏名;full name, first and last name;;;;;しめい;7
v_関心;vocabulary;関心;concern, interest;;;;;かんしん;16
v_基本的;vocabulary;基本的;fundamentals, basics, fundamental, standard, basic;;;;;きほんてき;16
v_本当に;vocabulary;本当に;really, truly;;;;;ほんとうに;7
v_赤ちゃん;vocabulary;赤ちゃん;baby;;;;;あかちゃん;4
v_丁目;vocabulary;丁目;district of a town, city block, town district, district;;;;;ちょうめ;7
v_百;vocabulary;百;hundred, one hundred;;;;;ひゃく;4
v_向ける;vocabulary;向ける;to turn towards, to point, to turn (something) towards;;;;;むける;8
v_人々;vocabulary;人々;people, everybody, each person;;;;;ひとびと;2
v_二日;vocabulary;二日;second day, day two, two days;;;;;ふつか;2
v_お前;vocabulary;お前;you;;;;;おまえ;8
v_部分;vocabulary;部分;portion, section, part;;;;;ぶぶん;9
v_千葉;vocabulary;千葉;chiba;;;;;ちば;10
v_回る;vocabulary;回る;to revolve, to go around, to rotate;;;;;まわる;5
v_不味い;vocabulary;不味い;bad tasting, unappetizing, unskillful;;;;;まずい;17
v_通う;vocabulary;通う;to commute, to attend, to go back and forth;;;;;かよう;11
v_明日;vocabulary;明日;tomorrow;;;;;あした, あす, みょうにち;8
v_病む;vocabulary;病む;to be sick, to fall ill, to be ill, to come down with, to suffer from;;;;;やむ;10
v_用意;vocabulary;用意;preparation, arrangements, provision, getting ready;;;;;ようい;11
v_路地;vocabulary;路地;alley, path, dirt road;;;;;ろじ;10
v_支度;vocabulary;支度;preparation, arrangements;;;;;したく;11
v_気付く;vocabulary;気付く;to realize, to notice, to realise;;;;;きづく;11
v_会員;vocabulary;会員;member, membership;;;;;かいいん;12
v_一階;vocabulary;一階;first floor, floor one, first story, ground floor;;;;;いっかい;12
v_無し;vocabulary;無し;without, with no;;;;;なし;17
v_勇む;vocabulary;勇む;to be encouraged, to be lively, to be in high spirits, to cheer up, to be excited, to be inspired;;;;;いさむ;17
v_警告;vocabulary;警告;warning, advice, caution;;;;;けいこく;18
v_昼ご飯;vocabulary;昼ご飯;lunch;;;;;ひるごはん;17
v_不足;vocabulary;不足;shortage, physical shortage, insufficient, not sufficient, not enough;;;;;ふそく;4
v_晩ご飯;vocabulary;晩ご飯;dinner, supper;;;;;ばんごはん;17
v_大人しい;vocabulary;大人しい;obedient, docile, quiet;;;;;おとなしい;3
v_海王星;vocabulary;海王星;neptune;;;;;かいおうせい;6
v_記念日;vocabulary;記念日;holiday, anniversary, memorial day;;;;;きねんび;16
v_連日;vocabulary;連日;every day, day after day, for days on end, daily, prolonged;;;;;れんじつ;19
v_表;vocabulary;表;front, surface, exterior, face, outside, appearance;;;;;おもて;9
v_番組;vocabulary;番組;program, programme;;;;;ばんぐみ;8
v_広告;vocabulary;広告;advertisement, ad, advert;;;;;こうこく;18
v_連れる;vocabulary;連れる;to take along, to bring with, to bring a person, to lead;;;;;つれる;19
v_間;vocabulary;間;interval, interval of time, time interval, between;;;;;あいだ, ま;8
v_幸い;vocabulary;幸い;happiness, luck, fortune;;;;;さいわい;18
v_混血;vocabulary;混血;mixed race, mixed parentage;;;;;こんけつ;19
v_〜人;vocabulary;〜人;number of people, people, people counter;;;;;にん;3
v_明治;vocabulary;明治;meiji era, meiji emperor, meiji;;;;;めいじ;16
v_本来;vocabulary;本来;originally, primarily, essentially, naturally;;;;;ほんらい;5
v_手首;vocabulary;手首;wrist;;;;;てくび;6
v_二十日;vocabulary;二十日;twentieth day, day twenty, twenty days;;;;;はつか;4
v_草地;vocabulary;草地;meadow, grassland;;;;;くさち;6
v_船員;vocabulary;船員;sailor, seaman, mariner, crewman;;;;;せんいん;12
v_動物園;vocabulary;動物園;zoo, zoological gardens, menagerie;;;;;どうぶつえん;16
v_変わる;vocabulary;変わる;to be changed, to be transformed, to be altered, to vary, to be turned;;;;;かわる;17
v_人工;vocabulary;人工;artificial, man made, human made, human work, human skill, artificially;;;;;じんこう;1
v_考古学;vocabulary;考古学;archeology, archaeology;;;;;こうこがく;7
v_喜び;vocabulary;喜び;joy, delight, glee, rapture, pleasure, satisfaction, gratification, rejoicing, congratulations;;;;;よろこび;18
v_教え;vocabulary;教え;teaching, instruction, teachings, lesson, doctrine;;;;;おしえ;9
v_作業;vocabulary;作業;work, operation, manufacturing;;;;;さぎょう;10
v_数年;vocabulary;数年;several years;;;;;すうねん;8
v_無言;vocabulary;無言;silence;;;;;むごん;17
v_周り;vocabulary;周り;circumference, perimeter, edge, surroundings, locality, neighborhood;;;;;まわり;14
v_台風;vocabulary;台風;typhoon, hurricane;;;;;たいふう;7
v_学歴;vocabulary;学歴;academic history, academic background, academic record;;;;;がくれき;19
v_伝;vocabulary;伝;intermediary, connections, go between;;;;;つて;15
v_大学院生;vocabulary;大学院生;graduate student, grad student;;;;;だいがくいんせい;12
v_米兵;vocabulary;米兵;us soldier, american soldier;;;;;べいへい;17
v_目医者;vocabulary;目医者;eye doctor, oculist;;;;;めいしゃ;10
v_八日;vocabulary;八日;eight days, day eight, eighth day;;;;;ようか;2
v_生物学;vocabulary;生物学;biology;;;;;せいぶつがく;11
v_活動;vocabulary;活動;action, activity;;;;;かつどう;12
v_金星;vocabulary;金星;venus;;;;;きんせい;6
v_船体;vocabulary;船体;hull, ship hull;;;;;せんたい;7
v_理性;vocabulary;理性;reason, sense, intellect, understanding;;;;;りせい;14
v_固まる;vocabulary;固まる;to harden, to solidify, to become firm, to become certain;;;;;かたまる;18
